medal_type,medal_code,medal_date,athlete_short_name,athlete_name,athlete_sex,athlete_link,event,country,country_code,discipline,discipline_code
Gold,1,2022-02-20 00:00:00.0,DODDS J,DODDS Jennifer,W,../../../en/results/curling/athlete-profile-n1044148-jennifer-dodds.htm,Women,Great Britain,GBR,Curling,CUR
Gold,1,2022-02-20 00:00:00.0,DUFF H,DUFF Hailey,W,../../../en/results/curling/athlete-profile-n1044149-hailey-duff.htm,Women,Great Britain,GBR,Curling,CUR
Gold,1,2022-02-20 00:00:00.0,MUIRHEAD E,MUIRHEAD Eve,W,../../../en/results/curling/athlete-profile-n1044159-eve-muirhead.htm,Women,Great Britain,GBR,Curling,CUR
Gold,1,2022-02-20 00:00:00.0,SMITH M,SMITH Mili,W,../../../en/results/curling/athlete-profile-n1044162-mili-smith.htm,Women,Great Britain,GBR,Curling,CUR
Silver,2,2022-02-20 00:00:00.0,FUJISAWA S,FUJISAWA Satsuki,W,../../../en/results/curling/athlete-profile-n1042393-satsuki-fujisawa.htm,Women,Japan,JPN,Curling,CUR
Silver,2,2022-02-20 00:00:00.0,YOSHIDA C,YOSHIDA Chinami,W,../../../en/results/curling/athlete-profile-n1042394-chinami-yoshida.htm,Women,Japan,JPN,Curling,CUR
Silver,2,2022-02-20 00:00:00.0,YOSHIDA Y,YOSHIDA Yurika,W,../../../en/results/curling/athlete-profile-n1042395-yurika-yoshida.htm,Women,Japan,JPN,Curling,CUR
Silver,2,2022-02-20 00:00:00.0,SUZUKI Y,SUZUKI Yumi,W,../../../en/results/curling/athlete-profile-n1042396-yumi-suzuki.htm,Women,Japan,JPN,Curling,CUR
Silver,2,2022-02-20 00:00:00.0,ISHIZAKI K,ISHIZAKI Kotomi,W,../../../en/results/curling/athlete-profile-n1042397-kotomi-ishizaki.htm,Women,Japan,JPN,Curling,CUR
Gold,1,2022-02-20 00:00:00.0,PAKARINEN I,PAKARINEN Iiro,M,../../../en/results/ice-hockey/athlete-profile-n1025199-iiro-pakarinen.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,GRANLUND M,GRANLUND Markus,M,../../../en/results/ice-hockey/athlete-profile-n1035610-markus-granlund.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,KEMILAINEN V,KEMILAINEN Valtteri,M,../../../en/results/ice-hockey/athlete-profile-n1035617-valtteri-kemilainen.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,KOMAROV L,KOMAROV Leo,M,../../../en/results/ice-hockey/athlete-profile-n1035618-leo-komarov.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,MAENALANEN S,MAENALANEN Saku,M,../../../en/results/ice-hockey/athlete-profile-n1035625-saku-maenalanen.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,NATTINEN J,NATTINEN Joonas,M,../../../en/results/ice-hockey/athlete-profile-n1035627-joonas-nattinen.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,FILPPULA V,FILPPULA Valtteri,M,../../../en/results/ice-hockey/athlete-profile-n1045432-valtteri-filppula.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,FRIMAN N,FRIMAN Niklas,M,../../../en/results/ice-hockey/athlete-profile-n1005526-niklas-friman.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,ANTTILA M,ANTTILA Marko,M,../../../en/results/ice-hockey/athlete-profile-n1013000-marko-anttila.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,OLKINUORA J,OLKINUORA Jussi,M,../../../en/results/ice-hockey/athlete-profile-n1005550-jussi-olkinuora.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,PESONEN H,PESONEN Harri,M,../../../en/results/ice-hockey/athlete-profile-n1005552-harri-pesonen.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,TUOHIMAA F,TUOHIMAA Frans,M,../../../en/results/ice-hockey/athlete-profile-n1053415-frans-tuohimaa.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,VATANEN S,VATANEN Sami,M,../../../en/results/ice-hockey/athlete-profile-n1013096-sami-vatanen.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,AALTONEN M,AALTONEN Miro,M,../../../en/results/ice-hockey/athlete-profile-n1025177-miro-aaltonen.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,BJORNINEN H,BJORNINEN Hannes,M,../../../en/results/ice-hockey/athlete-profile-n1025180-hannes-bjorninen.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,HARTIKAINEN T,HARTIKAINEN Teemu,M,../../../en/results/ice-hockey/athlete-profile-n1013004-teemu-hartikainen.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,HIETANEN J,HIETANEN Juuso,M,../../../en/results/ice-hockey/athlete-profile-n1013008-juuso-hietanen.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,SATERI H,SATERI Harri,M,../../../en/results/ice-hockey/athlete-profile-n1005557-harri-sateri.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,LEHTONEN M,LEHTONEN Mikko,M,../../../en/results/ice-hockey/athlete-profile-n1013043-mikko-lehtonen.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,LINDBOHM P,LINDBOHM Petteri,M,../../../en/results/ice-hockey/athlete-profile-n1013046-petteri-lindbohm.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,MANNINEN S,MANNINEN Sakari,M,../../../en/results/ice-hockey/athlete-profile-n1013052-sakari-manninen.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,OHTAMAA A,OHTAMAA Atte,M,../../../en/results/ice-hockey/athlete-profile-n1013062-atte-ohtamaa.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,OJAMAKI N,OJAMAKI Niko,M,../../../en/results/ice-hockey/athlete-profile-n1013063-niko-ojamaki.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,POKKA V,POKKA Ville,M,../../../en/results/ice-hockey/athlete-profile-n1013072-ville-pokka.htm,Men,Finland,FIN,Ice Hockey,IHO
Gold,1,2022-02-20 00:00:00.0,RAJALA T,RAJALA Toni,M,../../../en/results/ice-hockey/athlete-profile-n1013075-toni-rajala.htm,Men,Finland,FIN,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,GUSEV N,GUSEV Nikita,M,../../../en/results/ice-hockey/athlete-profile-n1056345-nikita-gusev.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,SEMYONOV K,SEMYONOV Kirill,M,../../../en/results/ice-hockey/athlete-profile-n1056373-kirill-semyonov.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,SHIPACHYOV V,SHIPACHYOV Vadim,M,../../../en/results/ice-hockey/athlete-profile-n1056386-vadim-shipachyov.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,YAKOVLEV Y,YAKOVLEV Yegor,M,../../../en/results/ice-hockey/athlete-profile-n1056388-yegor-yakovlev.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,GRITSYUK A,GRITSYUK Arseni,M,../../../en/results/ice-hockey/athlete-profile-n1056398-arseni-gritsyuk.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,PLOTNIKOV S,PLOTNIKOV Sergei,M,../../../en/results/ice-hockey/athlete-profile-n1056407-sergei-plotnikov.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,VOINOV V,VOINOV Vyacheslav,M,../../../en/results/ice-hockey/athlete-profile-n1056410-vyacheslav-voinov.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,GALIEV S,GALIEV Stanislav,M,../../../en/results/ice-hockey/athlete-profile-n1056412-stanislav-galiev.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,YELESIN A,YELESIN Alexander,M,../../../en/results/ice-hockey/athlete-profile-n1056414-alexander-yelesin.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,KAYUMOV A,KAYUMOV Artur,M,../../../en/results/ice-hockey/athlete-profile-n1056417-artur-kayumov.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,MINULIN A,MINULIN Artyom,M,../../../en/results/ice-hockey/athlete-profile-n1056418-artyom-minulin.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,ANDRONOV S,ANDRONOV Sergei,M,../../../en/results/ice-hockey/athlete-profile-n1056448-sergei-andronov.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,BILYALOV T,BILYALOV Timur,M,../../../en/results/ice-hockey/athlete-profile-n1056452-timur-bilyalov.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,VORONKOV D,VORONKOV Dmitri,M,../../../en/results/ice-hockey/athlete-profile-n1056457-dmitri-voronkov.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,GRIGORENKO M,GRIGORENKO Mikhail,M,../../../en/results/ice-hockey/athlete-profile-n1056461-mikhail-grigorenko.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,KARNAUKHOV P,KARNAUKHOV Pavel,M,../../../en/results/ice-hockey/athlete-profile-n1056469-pavel-karnaukhov.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,NESTEROV N,NESTEROV Nikita,M,../../../en/results/ice-hockey/athlete-profile-n1056487-nikita-nesterov.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,SAMONOV A,SAMONOV Alexander,M,../../../en/results/ice-hockey/athlete-profile-n1056493-alexander-samonov.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,SLEPYSHEV A,SLEPYSHEV Anton,M,../../../en/results/ice-hockey/athlete-profile-n1056497-anton-slepyshev.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,FEDOTOV I,FEDOTOV Ivan,M,../../../en/results/ice-hockey/athlete-profile-n1056503-ivan-fedotov.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,CHIBISOV A,CHIBISOV Andrei,M,../../../en/results/ice-hockey/athlete-profile-n1056506-andrei-chibisov.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,SHARIPZYANOV D,SHARIPZYANOV Damir,M,../../../en/results/ice-hockey/athlete-profile-n1056509-damir-sharipzyanov.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,NIKISHIN A,NIKISHIN Alexander,M,../../../en/results/ice-hockey/athlete-profile-n1056512-alexander-nikishin.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,TELEGIN S,TELEGIN Sergei,M,../../../en/results/ice-hockey/athlete-profile-n1137424-sergei-telegin.htm,Men,ROC,ROC,Ice Hockey,IHO
Silver,2,2022-02-20 00:00:00.0,TKACHYOV V,TKACHYOV Vladimir,M,../../../en/results/ice-hockey/athlete-profile-n1177505-vladimir-tkachyov.htm,Men,ROC,ROC,Ice Hockey,IHO
