name,short_name,gender,birth_date,birth_place,birth_country,country,country_code,discipline,discipline_code,residence_place,residence_country,height_m/ft,url
HIRANO Ruka,HIRANO R,Male,2002-03-12,OSAKA,Japan,Japan,JPN,Snowboard,SBD,OSAKA,Japan,,../../../en/results/snowboard/athlete-profile-n1043822-ruka-hirano.htm
HIROSE Ryo,HIROSE R,Male,2000-11-06,,,Japan,JPN,Cross-Country Skiing,CCS,,Japan,,../../../en/results/cross-country-skiing/athlete-profile-n1037017-ryo-hirose.htm
HIRVONEN Eero,HIRVONEN E,Male,1996-01-30,LAUKAA,Finland,Finland,FIN,Nordic Combined,NCB,JYVAESKYLAE,Finland,,../../../en/results/nordic-combined/athlete-profile-n1013011-eero-hirvonen.htm
HJALMARSSON Sara,HJALMARSSON S,Female,1998-02-08,BANKERYD,Sweden,Sweden,SWE,Ice Hockey,IHO,,,1.76/5'9'',../../../en/results/ice-hockey/athlete-profile-n1042003-sara-hjalmarsson.htm
HLADCHENKA Stanislau,HLADCHENKA S,Male,1994-09-14,,,Belarus,BLR,Freestyle Skiing,FRS,,,,../../../en/results/freestyle-skiing/athlete-profile-n1000075-stanislau-hladchenka.htm
HO Ping-Jui,HO PJ,Male,1998-10-29,TAIPEI CITY,Chinese Taipei,Chinese Taipei,TPE,Alpine Skiing,ALP,WAIDHOFEN AN DER YBBS,Austria,,../../../en/results/alpine-skiing/athlete-profile-n1047092-ping-jui-ho.htm
HOCHREITER Melanie,HOCHREITER M,Female,1996-06-11,BERCHTESGADEN,Germany,Germany,GER,Snowboard,SBD,BISCHOFSWIESEN,Germany,,../../../en/results/snowboard/athlete-profile-n1001662-melanie-hochreiter.htm
HODGSON Makena,HODGSON M,Female,2000-07-27,,,Canada,CAN,Luge,LUG,"CALGARY, AB",Canada,,../../../en/results/luge/athlete-profile-n1037721-makena-hodgson.htm
HOEFFLIN Sarah,HOEFFLIN S,Female,1991-01-08,GENEVA,Switzerland,Switzerland,SUI,Freestyle Skiing,FRS,GENEVA,Switzerland,,../../../en/results/freestyle-skiing/athlete-profile-n1048543-sarah-hoefflin.htm
HOEFLICH Andre,HOEFLICH A,Male,1997-04-28,KEMPTEN,Germany,Germany,GER,Snowboard,SBD,,Germany,,../../../en/results/snowboard/athlete-profile-n1001663-andre-hoeflich.htm
HOEIBERG Markus,HOEIBERG M,Male,1991-06-06,OPPDAL,Norway,Norway,NOR,Curling,CUR,OSLO,Norway,,../../../en/results/curling/athlete-profile-n1031405-markus-hoeiberg.htm
HOERL Jan,HOERL J,Male,1998-10-16,,Austria,Austria,AUT,Ski Jumping,SJP,BISCHOFSHOFEN,Austria,,../../../en/results/ski-jumping/athlete-profile-n1005779-jan-hoerl.htm
HOFER Lukas,HOFER L,Male,1989-09-30,BRUNECK,Italy,Italy,ITA,Biathlon,BTH,ST. LORENZEN,Italy,,../../../en/results/biathlon/athlete-profile-n1037357-lukas-hofer.htm
HOFER Verena,HOFER V,Female,2001-03-17,,,Italy,ITA,Luge,LUG,FELDTHURNS/VELTURNO,Italy,,../../../en/results/luge/athlete-profile-n1015257-verena-hofer.htm
HOFFMAN Madison,HOFFMAN M,Female,2000-07-26,"SYDNEY, NSW",Australia,Australia,AUS,Alpine Skiing,ALP,"PARK CITY, UT",United States of America,,../../../en/results/alpine-skiing/athlete-profile-n1090384-madison-hoffman.htm
HOFFMAN Sylvia,HOFFMAN S,Female,1989-06-29,"PHILADELPHIA, PA",United States of America,United States of America,USA,Bobsleigh,BOB,"COLORADO SPRINGS, CO",United States of America,,../../../en/results/bobsleigh/athlete-profile-n1041492-sylvia-hoffman.htm
HOFFMANN Anna,HOFFMANN A,Female,2000-03-28,,,United States of America,USA,Ski Jumping,SJP,,,,../../../en/results/ski-jumping/athlete-profile-n1041420-anna-hoffmann.htm
HOFFOS Courtney,HOFFOS C,Female,1997-08-30,"INVERMERE, BC",Canada,Canada,CAN,Freestyle Skiing,FRS,"CALGARY, AB",Canada,,../../../en/results/freestyle-skiing/athlete-profile-n1036218-courtney-hoffos.htm
HOFMANN Gregory,HOFMANN G,Male,1992-11-13,BIEL,Switzerland,Switzerland,SUI,Ice Hockey,IHO,"COLUMBUS, OH",United States of America,1.82/5'11'',../../../en/results/ice-hockey/athlete-profile-n1048551-gregory-hofmann.htm
HOFMEISTER Ramona Theresia,HOFMEISTER RT,Female,1996-03-28,BISCHOFSWIESEN,Germany,Germany,GER,Snowboard,SBD,BAD REICHENHALL,Germany,,../../../en/results/snowboard/athlete-profile-n1001659-ramona-theresia-hofmeister.htm
HOFSTETTER Nadine,HOFSTETTER N,Female,1994-10-21,ROMOOS,Switzerland,Switzerland,SUI,Ice Hockey,IHO,IMMENSEE,Switzerland,1.64/5'4'',../../../en/results/ice-hockey/athlete-profile-n1048555-nadine-hofstetter.htm
HOGAS Mihaela,HOGAS M,Female,1998-09-15,BRASOV,Romania,Romania,ROU,Speed Skating,SSK,BRASOV,Romania,1.67/5'5'',../../../en/results/speed-skating/athlete-profile-n1009835-mihaela-hogas.htm
HOJNISZ-STAREGA Monika,HOJNISZ-STAREGA M,Female,1991-08-27,CHORZOW,Poland,Poland,POL,Biathlon,BTH,CHORZOW,Poland,,../../../en/results/biathlon/athlete-profile-n1035086-monika-hojnisz-starega.htm
HOLDENER Wendy,HOLDENER W,Female,1993-05-12,EINSIEDELN,Switzerland,Switzerland,SUI,Alpine Skiing,ALP,UNTERIBERG,Switzerland,,../../../en/results/alpine-skiing/athlete-profile-n1048557-wendy-holdener.htm
HOLESINSKY Adrian,HOLESINSKY A,Male,1996-02-11,CADCA,Slovakia,Slovakia,SVK,Ice Hockey,IHO,NITRA,Slovakia,1.82/5'11'',../../../en/results/ice-hockey/athlete-profile-n1044261-adrian-holesinsky.htm
HOLICHENKO Sofiia,HOLICHENKO S,Female,2004-11-23,KIEV,Ukraine,Ukraine,UKR,Figure Skating,FSK,KIEV,Ukraine,,../../../en/results/figure-skating/athlete-profile-n1045143-sofiia-holichenko.htm
HOLIKOVA Zuzana,HOLIKOVA Z,Female,1999-10-01,RYCHNOV NAD KNEZNOU,Czech Republic,Czech Republic,CZE,Cross-Country Skiing,CCS,LIBEREC,Czech Republic,,../../../en/results/cross-country-skiing/athlete-profile-n1040806-zuzana-holikova.htm
HOLLANDER Sean,HOLLANDER S,Male,2000-02-11,,,United States of America,USA,Luge,LUG,"LAKE PLACID, NY",United States of America,,../../../en/results/luge/athlete-profile-n1044543-sean-hollander.htm
HOLLENSTEIN Denis,HOLLENSTEIN D,Male,1989-10-15,MOSNANG,Switzerland,Switzerland,SUI,Ice Hockey,IHO,ZURICH,Switzerland,1.83/6'0'',../../../en/results/ice-hockey/athlete-profile-n1048559-denis-hollenstein.htm
HOLM Philip,HOLM P,Male,1991-12-08,STOCKHOLM,Sweden,Sweden,SWE,Ice Hockey,IHO,HELSINKI,Finland,1.87/6'1'',../../../en/results/ice-hockey/athlete-profile-n1048747-philip-holm.htm
HOLMBERG Pontus,HOLMBERG P,Male,1999-03-09,VASTERAS,Sweden,Sweden,SWE,Ice Hockey,IHO,VAXJO,Sweden,1.80/5'10'',../../../en/results/ice-hockey/athlete-profile-n1048748-pontus-holmberg.htm
HOLOPAINEN Elisa,HOLOPAINEN E,Female,2001-12-27,TUUSNIEMI,Finland,Finland,FIN,Ice Hockey,IHO,KUOPIO,Finland,1.66/5'5'',../../../en/results/ice-hockey/athlete-profile-n1005528-elisa-holopainen.htm
HOLTERMANN Henrik,HOLTERMANN H,Male,1997-03-23,LYNGBY-TAARBAEK,Denmark,Denmark,DEN,Curling,CUR,HVIDOVRE,Denmark,,../../../en/results/curling/athlete-profile-n1025277-henrik-holtermann.htm
HOLTMANN Mina Fuerst,HOLTMANN MF,Female,1995-07-17,MALSELV,Norway,Norway,NOR,Alpine Skiing,ALP,OSLO,Norway,,../../../en/results/alpine-skiing/athlete-profile-n1031370-mina-fuerst-holtmann.htm
HOLUND Hans Christer,HOLUND HC,Male,1989-02-25,OSLO,Norway,Norway,NOR,Cross-Country Skiing,CCS,NITTEDAL,Norway,,../../../en/results/cross-country-skiing/athlete-profile-n1032203-hans-christer-holund.htm
HOLZER Korbinian,HOLZER K,Male,1988-02-16,MUNICH,Federal Republic of Germany,Germany,GER,Ice Hockey,IHO,YEKATERINBURG,Russian Federation,1.90/6'2'',../../../en/results/ice-hockey/athlete-profile-n1001244-korbinian-holzer.htm
HOLZMANN Johanna,HOLZMANN J,Female,1995-10-23,MEMMINGEN,Germany,Germany,GER,Freestyle Skiing,FRS,OBERSTDORF,Germany,,../../../en/results/freestyle-skiing/athlete-profile-n1012743-johanna-holzmann.htm
HOMAN Rachel,HOMAN R,Female,1989-04-05,"OTTAWA, ON",Canada,Canada,CAN,Curling,CUR,"BEAUMONT, AB",Canada,,../../../en/results/curling/athlete-profile-n1054801-rachel-homan.htm
HONKANEN Riikka,HONKANEN R,Female,1998-07-17,KLAUKKALA,Finland,Finland,FIN,Alpine Skiing,ALP,NURMIJARVI,Finland,,../../../en/results/alpine-skiing/athlete-profile-n1013012-riikka-honkanen.htm
HOOGERWERF Dylan,HOOGERWERF D,Male,1995-08-09,DELFT,Netherlands,Netherlands,NED,Short Track Speed Skating,STK,WATERINGEN,Netherlands,,../../../en/results/short-track-speed-skating/athlete-profile-n1055957-dylan-hoogerwerf.htm
HOPJAKOVA Vendula,HOPJAKOVA V,Female,1996-06-10,OLOMOUC,Czech Republic,Czech Republic,CZE,Snowboard,SBD,,Czech Republic,,../../../en/results/snowboard/athlete-profile-n1033812-vendula-hopjakova.htm
HORALKOVA Pavlina,HORALKOVA P,Female,1991-05-24,BENESOV,Czech Republic,Czech Republic,CZE,Ice Hockey,IHO,,,1.66/5'5'',../../../en/results/ice-hockey/athlete-profile-n1055680-pavlina-horalkova.htm
HORIKAWA Momoka,HORIKAWA M,Female,2003-07-10,HOKKAIDO,Japan,Japan,JPN,Speed Skating,SSK,TAKE,Japan,1.64/5'4'',../../../en/results/speed-skating/athlete-profile-n1042270-momoka-horikawa.htm
HORISHIMA Ikuma,HORISHIMA I,Male,1997-12-11,IKEDA TOWN,Japan,Japan,JPN,Freestyle Skiing,FRS,,Japan,,../../../en/results/freestyle-skiing/athlete-profile-n1037892-ikuma-horishima.htm
HORN Kristopher,HORN K,Male,1994-04-25,"WEYMOUTH, MA",United States of America,United States of America,USA,Bobsleigh,BOB,"PEMBROKE, MA",United States of America,,../../../en/results/bobsleigh/athlete-profile-n1041479-kristopher-horn.htm
HORVATOVA Henrieta,HORVATOVA H,Female,1999-09-18,BANSKA BYSTRICA,Slovakia,Slovakia,SVK,Biathlon,BTH,SLOVENSKA LUPCA,Slovakia,,../../../en/results/biathlon/athlete-profile-n1053062-henrieta-horvatova.htm
HO-SANG Josh,HO-SANG J,Male,1996-01-22,"TORONTO, ON",Canada,Canada,CAN,Ice Hockey,IHO,"TORONTO, ON",Canada,1.83/6'0'',../../../en/results/ice-hockey/athlete-profile-n1140539-josh-ho-sang.htm
HOSHINO Junko,HOSHINO J,Female,1989-09-25,NAGAOKA,Japan,Japan,JPN,Freestyle Skiing,FRS,INAWASHIRO,Japan,,../../../en/results/freestyle-skiing/athlete-profile-n1037891-junko-hoshino.htm
HOSKING Elizabeth,HOSKING E,Female,2001-07-22,"LONGUEUIL, QC",Canada,Canada,CAN,Snowboard,SBD,"MILLE-ISLES, QC",Canada,,../../../en/results/snowboard/athlete-profile-n1045874-elizabeth-hosking.htm
HOSOYAMADA Akane,HOSOYAMADA A,Female,1992-03-09,"BANFF, AB",Canada,Japan,JPN,Ice Hockey,IHO,"BANFF, AB",Canada,1.63/5'4'',../../../en/results/ice-hockey/athlete-profile-n1042421-akane-hosoyamada.htm
HOUSER Radek,HOUSER R,Male,1996-07-02,,,Czech Republic,CZE,Snowboard,SBD,,,,../../../en/results/snowboard/athlete-profile-n1033815-radek-houser.htm
HOWALD Carole,HOWALD C,Female,1993-03-29,LANGENTHAL,Switzerland,Switzerland,SUI,Curling,CUR,LANGENTHAL,Switzerland,,../../../en/results/curling/athlete-profile-n1048562-carole-howald.htm
HOWDEN Reece,HOWDEN R,Male,1998-07-12,"CULTUS LAKE, BC",Canada,Canada,CAN,Freestyle Skiing,FRS,"CULTUS LAKE, BC",Canada,,../../../en/results/freestyle-skiing/athlete-profile-n1036221-reece-howden.htm
HOWE Connor,HOWE C,Male,2000-06-10,"CANMORE, AB",Canada,Canada,CAN,Speed Skating,SSK,"CALGARY, AB",Canada,1.94/6'4'',../../../en/results/speed-skating/athlete-profile-n1038496-connor-howe.htm
HRISTOVA Lora,HRISTOVA L,Female,2003-04-23,TROYAN,Bulgaria,Bulgaria,BUL,Biathlon,BTH,TROYAN,Bulgaria,,../../../en/results/biathlon/athlete-profile-n1035081-lora-hristova.htm
HRIVIK Marek,HRIVIK M,Male,1991-08-28,CADCA,Czechoslovakia,Slovakia,SVK,Ice Hockey,IHO,NIZHNY NOVGOROD,Russian Federation,1.85/6'0'',../../../en/results/ice-hockey/athlete-profile-n1044264-marek-hrivik.htm
HROBAT Miha,HROBAT M,Male,1995-02-03,KRANJ,Slovenia,Slovenia,SLO,Alpine Skiing,ALP,KRANJ,Slovenia,,../../../en/results/alpine-skiing/athlete-profile-n1050996-miha-hrobat.htm
HROMCOVA Petra,HROMCOVA P,Female,1998-07-17,BRATISLAVA,Slovakia,Slovakia,SVK,Alpine Skiing,ALP,BRATISLAVA,Slovakia,,../../../en/results/alpine-skiing/athlete-profile-n1053136-petra-hromcova.htm
HROVAT Meta,HROVAT M,Female,1998-03-02,LJUBLJANA,Slovenia,Slovenia,SLO,Alpine Skiing,ALP,KRANJSKA GORA,Slovenia,,../../../en/results/alpine-skiing/athlete-profile-n1050993-meta-hrovat.htm
HRUBEC Simon,HRUBEC S,Male,1991-06-30,VIMPERK,Czechoslovakia,Czech Republic,CZE,Ice Hockey,IHO,OMSK,Russian Federation,1.86/6'1'',../../../en/results/ice-hockey/athlete-profile-n1055631-simon-hrubec.htm
HRUZOVA Michaela,HRUZOVA M,Female,1998-02-06,PRAGUE,Czech Republic,Czech Republic,CZE,Short Track Speed Skating,STK,BENATKY NAD JIZEROU,Czech Republic,,../../../en/results/short-track-speed-skating/athlete-profile-n1033289-michaela-hruzova.htm
HU Baozhen,HU B,Female,1994-09-24,"PLYMOUTH, MN",United States of America,People's Republic of China,CHN,Ice Hockey,IHO,MINNESOTA,United States of America,1.72/5'7'',../../../en/results/ice-hockey/athlete-profile-n1154492-baozhen-hu.htm
HUAI Mingming,HUAI M,Female,1995-03-10,HARBIN,People's Republic of China,People's Republic of China,CHN,Bobsleigh,BOB,,People's Republic of China,,../../../en/results/bobsleigh/athlete-profile-n1058454-mingming-huai.htm
HUANG Huier,HUANG H,Female,2000-09-05,"VANCOUVER, BC",Canada,People's Republic of China,CHN,Ice Hockey,IHO,"VANCOUVER, BC",Canada,1.62/5'3'',../../../en/results/ice-hockey/athlete-profile-n1154484-huier-huang.htm
HUANG Yebo,HUANG Y,Male,1996-11-15,HARBIN,People's Republic of China,People's Republic of China,CHN,Luge,LUG,HARBIN,People's Republic of China,,../../../en/results/luge/athlete-profile-n1058511-yebo-huang.htm
HUANG Yu Ting,HUANG YT,Female,1988-03-29,KAOHSIUNG,Chinese Taipei,Chinese Taipei,TPE,Speed Skating,SSK,KAOHSIUNG,Chinese Taipei,1.70/5'6'',../../../en/results/speed-skating/athlete-profile-n1045505-yu-ting-huang.htm
HUBBELL Madison,HUBBELL M,Female,1991-02-24,"LANSING, MI",United States of America,United States of America,USA,Figure Skating,FSK,"MONTREAL, QC",Canada,,../../../en/results/figure-skating/athlete-profile-n1035161-madison-hubbell.htm
HUBER Daniel,HUBER D,Male,1993-01-02,SALZBURG,Austria,Austria,AUT,Ski Jumping,SJP,SEEKIRCHEN,Austria,,../../../en/results/ski-jumping/athlete-profile-n1005780-daniel-huber.htm
HUBER Elias,HUBER E,Male,1999-04-23,BERCHTESGADEN,Germany,Germany,GER,Snowboard,SBD,BERCHTESGADEN,Germany,,../../../en/results/snowboard/athlete-profile-n1001653-elias-huber.htm
HUBER Katharina,HUBER K,Female,1995-10-03,,,Austria,AUT,Alpine Skiing,ALP,SANKT GEORGEN AM REITH,Austria,,../../../en/results/alpine-skiing/athlete-profile-n1005316-katharina-huber.htm
HUBER Kristian,HUBER K,Male,1997-06-13,,,Austria,AUT,Bobsleigh,BOB,FELDKIRCH,Austria,,../../../en/results/bobsleigh/athlete-profile-n1004336-kristian-huber.htm
HUBER Nicolas,HUBER N,Male,1995-01-14,ZURICH,Switzerland,Switzerland,SUI,Snowboard,SBD,MANNEDORF,Switzerland,,../../../en/results/snowboard/athlete-profile-n1048565-nicolas-huber.htm
HUDACEK Libor,HUDACEK L,Male,1990-09-07,LEVOCA,Czechoslovakia,Slovakia,SVK,Ice Hockey,IHO,MINSK,Belarus,1.77/5'9'',../../../en/results/ice-hockey/athlete-profile-n1044266-libor-hudacek.htm
HUDEY Marsha,HUDEY M,Female,1990-08-03,"REGINA, SK",Canada,Canada,CAN,Speed Skating,SSK,"CALGARY, AB",Canada,1.60/5'2'',../../../en/results/speed-skating/athlete-profile-n1038471-marsha-hudey.htm
HUETTER Cornelia,HUETTER C,Female,1992-10-29,GRAZ,Austria,Austria,AUT,Alpine Skiing,ALP,KUMBERG,Austria,,../../../en/results/alpine-skiing/athlete-profile-n1005317-cornelia-huetter.htm
HUFMAN Colin,HUFMAN C,Male,1984-05-15,"FAIRBANKS, AK",United States of America,United States of America,USA,Curling,CUR,"SEATTLE, WA",United States of America,,../../../en/results/curling/athlete-profile-n1034610-colin-hufman.htm
HUGHES Jarryd,HUGHES J,Male,1995-05-21,"SYDNEY, NSW",Australia,Australia,AUS,Snowboard,SBD,"SYDNEY, NSW",Australia,,../../../en/results/snowboard/athlete-profile-n1046172-jarryd-hughes.htm
HULA Stefan,HULA S,Male,1986-09-29,BIELSKO-BIALA,Poland,Poland,POL,Ski Jumping,SJP,SZCZYRK,Poland,,../../../en/results/ski-jumping/athlete-profile-n1032006-stefan-hula.htm
HULTSTROM Linus,HULTSTROM L,Male,1992-12-09,VIMMERBY,Sweden,Sweden,SWE,Ice Hockey,IHO,MAGNITOGORSK,Russian Federation,1.80/5'10'',../../../en/results/ice-hockey/athlete-profile-n1048750-linus-hultstrom.htm
HUMPHRIES Kaillie,HUMPHRIES K,Female,1985-09-04,"CALGARY, AB",Canada,United States of America,USA,Bobsleigh,BOB,"SAN DIEGO, CA",United States of America,,../../../en/results/bobsleigh/athlete-profile-n1041480-kaillie-humphries.htm
HUNKO Lidiia,HUNKO L,Female,1993-08-10,IVANO-FRANKIVSK,Ukraine,Ukraine,UKR,Bobsleigh,BOB,,,,../../../en/results/bobsleigh/athlete-profile-n1009567-lidiia-hunko.htm
HUOT MARCHAND Tifany,HUOT MARCHAND T,Female,1994-05-10,BESANCON,France,France,FRA,Short Track Speed Skating,STK,FONT-ROMEU,France,,../../../en/results/short-track-speed-skating/athlete-profile-n1035496-tifany-huot-marchand.htm
HURT A J,HURT AJ,Female,2000-12-05,"TRUCKEE, CA",United States of America,United States of America,USA,Alpine Skiing,ALP,"CARNELIAN BAY, CA",United States of America,,../../../en/results/alpine-skiing/athlete-profile-n1041190-a-j-hurt.htm
HUSKOVA Hanna,HUSKOVA H,Female,1992-08-28,MINSK,Belarus,Belarus,BLR,Freestyle Skiing,FRS,MINSK,Belarus,,../../../en/results/freestyle-skiing/athlete-profile-n1000077-hanna-huskova.htm
HWANG Daeheon,HWANG D,Male,1999-07-05,ANYANG,Republic of Korea,Republic of Korea,KOR,Short Track Speed Skating,STK,ANYANG,Republic of Korea,,../../../en/results/short-track-speed-skating/athlete-profile-n1036469-daeheon-hwang.htm
HYKA Tomas,HYKA T,Male,1993-03-23,MLADA BOLESLAV,Czech Republic,Czech Republic,CZE,Ice Hockey,IHO,CHELYABINSK,Russian Federation,1.80/5'10'',../../../en/results/ice-hockey/athlete-profile-n1055632-tomas-hyka.htm
HYMLAROVA Klara,HYMLAROVA K,Female,1999-02-27,OPAVA,Czech Republic,Czech Republic,CZE,Ice Hockey,IHO,,,1.63/5'4'',../../../en/results/ice-hockey/athlete-profile-n1055700-klara-hymlarova.htm
HYNCICOVA Petra,HYNCICOVA P,Female,1994-05-01,LIBEREC,Czech Republic,Czech Republic,CZE,Cross-Country Skiing,CCS,LIBEREC,Czech Republic,,../../../en/results/cross-country-skiing/athlete-profile-n1040805-petra-hyncicova.htm
HYVARINEN Perttu,HYVARINEN P,Male,1991-06-05,KUOPIO,Finland,Finland,FIN,Cross-Country Skiing,CCS,KUOPIO,Finland,1.89/6'2'',../../../en/results/cross-country-skiing/athlete-profile-n1013013-perttu-hyvarinen.htm
ICHINOHE Seitaro,ICHINOHE S,Male,1996-01-25,BIHORO,Japan,Japan,JPN,Speed Skating,SSK,NAGANO,Japan,1.76/5'9'',../../../en/results/speed-skating/athlete-profile-n1042239-seitaro-ichinohe.htm
IGNJATOVIC Nevena,IGNJATOVIC N,Female,1990-12-28,KRAGUJEVAC,The Federal Republic of Yugoslavia,Serbia,SRB,Alpine Skiing,ALP,BELGRADE,Serbia,,../../../en/results/alpine-skiing/athlete-profile-n1034902-nevena-ignjatovic.htm
IKPEFAN Samuel Uduigowme,IKPEFAN SU,Male,1991-12-19,ANNEMASSE,France,Nigeria,NGR,Cross-Country Skiing,CCS,SAINT-PIERRE-EN-FAUCIGNY,France,,../../../en/results/cross-country-skiing/athlete-profile-n1059085-samuel-uduigowme-ikpefan.htm
ILIEV Vladimir,ILIEV V,Male,1987-03-17,TROYAN,Bulgaria,Bulgaria,BUL,Biathlon,BTH,LOVECH,Bulgaria,,../../../en/results/biathlon/athlete-profile-n1035024-vladimir-iliev.htm
ILVES Kristjan,ILVES K,Male,1996-06-10,TARTU,Estonia,Estonia,EST,Nordic Combined,NCB,ELVA,Estonia,1.79/5'10'',../../../en/results/nordic-combined/athlete-profile-n1034220-kristjan-ilves.htm
IMAI Kurumi,IMAI K,Female,1999-09-24,UEDA,Japan,Japan,JPN,Snowboard,SBD,NAGANO,Japan,,../../../en/results/snowboard/athlete-profile-n1043827-kurumi-imai.htm
IN 'T HOF Sanne,IN 'T HOF S,Female,1998-01-24,SCHALKHAAR,Netherlands,Netherlands,NED,Speed Skating,SSK,HEERENVEEN,Netherlands,1.78/5'10'',../../../en/results/speed-skating/athlete-profile-n1055929-sanne-in-t-hof.htm
INDRACKOVA Anezka,INDRACKOVA A,Female,2006-07-30,JABLONEC NAD NISOU,Czech Republic,Czech Republic,CZE,Ski Jumping,SJP,"DESNA, JABLONEC NAD NISOU",Czech Republic,,../../../en/results/ski-jumping/athlete-profile-n1166557-anezka-indrackova.htm
INDRACKOVA Karolina,INDRACKOVA K,Female,1997-08-26,JILEMNICE,Czech Republic,Czech Republic,CZE,Ski Jumping,SJP,"DESNA, JABLONECE NAD NISOU",Czech Republic,,../../../en/results/ski-jumping/athlete-profile-n1034766-karolina-indrackova.htm
INDRASIS Miks,INDRASIS M,Male,1990-09-30,RIGA,Latvia,Latvia,LAT,Ice Hockey,IHO,PODOLSK,Russian Federation,1.93/6'3'',../../../en/results/ice-hockey/athlete-profile-n1037280-miks-indrasis.htm
INNERHOFER Christof,INNERHOFER C,Male,1984-12-17,BRUNICO,Italy,Italy,ITA,Alpine Skiing,ALP,GAIS,Italy,,../../../en/results/alpine-skiing/athlete-profile-n1015226-christof-innerhofer.htm
INNERHOFER Katharina,INNERHOFER K,Female,1991-01-17,ZELL AM SEE,Austria,Austria,AUT,Biathlon,BTH,MARIA ALM,Austria,,../../../en/results/biathlon/athlete-profile-n1005678-katharina-innerhofer.htm
IPCIOGLU Fatih Arda,IPCIOGLU FA,Male,1997-09-28,ERZURUM,Turkey,Turkey,TUR,Ski Jumping,SJP,ERZURUM,Turkey,,../../../en/results/ski-jumping/athlete-profile-n1002069-fatih-arda-ipcioglu.htm
IRASCHKO STOLZ Daniela,IRASCHKO STOLZ D,Female,1983-11-21,EISENERZ,Austria,Austria,AUT,Ski Jumping,SJP,INNSBRUCK,Austria,,../../../en/results/ski-jumping/athlete-profile-n1005782-daniela-iraschko-stolz.htm
IRVING Birk,IRVING B,Male,1999-07-26,"ENGLEWOOD, CO",United States of America,United States of America,USA,Freestyle Skiing,FRS,"WINTER PARK, CO",United States of America,,../../../en/results/freestyle-skiing/athlete-profile-n1044669-birk-irving.htm
IRVING Lewis,IRVING L,Male,1995-11-10,"QUEBEC CITY, QC",Canada,Canada,CAN,Freestyle Skiing,FRS,"QUEBEC CITY, QC",Canada,,../../../en/results/freestyle-skiing/athlete-profile-n1037608-lewis-irving.htm
IRWIN Deedra,IRWIN D,Female,1992-05-27,"PULASKI, WI",United States of America,United States of America,USA,Biathlon,BTH,"JERICHO, VT",United States of America,,../../../en/results/biathlon/athlete-profile-n1034395-deedra-irwin.htm
