No.,Name,Position,G,A,P,PIM,TS,+/-,TOT,SHF,AVG,Sh_Period_1,Time_On_Ice_Period_1,Sh_Period_2,Time_On_Ice_Period_2,Sh_Period_3,Time_On_Ice_Period_3,url_game,team,Sh_OverTime,Time_On_Ice_OverTime
12,NYLEN-PERSSON MNYLEN-PERSSON Maja,D,0.0,0.0,0.0,0.0,0.0,1.0,20:27,32.0,0:38,0.0,6:18,0.0,8:27,0.0,5:42,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
25,LJUNGBLOM LLJUNGBLOM Lina,F,0.0,1.0,1.0,0.0,3.0,0.0,17:23,22.0,0:47,1.0,4:10,1.0,5:17,1.0,7:56,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
28,LOWENHIELM MLOWENHIELM Michelle,F,0.0,0.0,0.0,0.0,2.0,0.0,18:18,26.0,0:42,1.0,4:49,1.0,5:39,0.0,7:50,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
5,FALLMAN JFALLMAN Johanna,D,0.0,0.0,0.0,2.0,0.0,-1.0,14:43,23.0,0:38,0.0,6:30,0.0,3:22,0.0,4:51,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
9,ADOLFSSON JADOLFSSON Jessica,D,0.0,0.0,0.0,2.0,2.0,-1.0,19:42,27.0,0:43,1.0,6:45,1.0,6:21,0.0,6:36,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
17,LUNDIN SLUNDIN Sofie,F,0.0,2.0,2.0,0.0,0.0,0.0,18:11,25.0,0:43,0.0,3:47,0.0,7:29,0.0,6:55,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
24,WIKNER-ZIENKIEWICZ FWIKNER-ZIENKIEWICZ Felizia,F,0.0,0.0,0.0,4.0,0.0,1.0,17:28,27.0,0:38,0.0,4:15,0.0,7:35,0.0,5:38,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
27,NORDIN ENORDIN Emma,F,1.0,0.0,1.0,0.0,3.0,1.0,16:58,25.0,0:40,2.0,3:00,1.0,7:42,0.0,6:16,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
3,KJELLBIN AKJELLBIN Anna,D,0.0,0.0,0.0,0.0,1.0,0.0,16:41,26.0,0:38,0.0,6:19,1.0,4:06,0.0,6:16,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
8,BERGLUND EBERGLUND Ebba,D,1.0,0.0,1.0,2.0,3.0,0.0,18:09,27.0,0:40,0.0,6:15,2.0,5:50,1.0,6:04,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
13,MUREN EMUREN Emma,F,0.0,0.0,0.0,0.0,1.0,-1.0,11:07,17.0,0:39,1.0,7:00,0.0,2:20,0.0,1:47,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
16,JOHANSSON LJOHANSSON Linnea,F,0.0,0.0,0.0,0.0,0.0,0.0,8:37,10.0,0:51,0.0,3:06,0.0,2:57,0.0,2:34,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
29,CARLSSON OCARLSSON Olivia,F,0.0,0.0,0.0,0.0,0.0,0.0,11:33,18.0,0:38,0.0,6:10,0.0,2:26,0.0,2:57,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
4,ANDERSSON LANDERSSON Linnea,D,0.0,0.0,0.0,0.0,1.0,0.0,5:18,7.0,0:45,0.0,1:03,1.0,3:18,0.0,0:57,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
15,JOHANSSON LJOHANSSON Lisa,F,1.0,0.0,1.0,0.0,1.0,-1.0,11:23,13.0,0:52,0.0,1:41,1.0,5:00,0.0,4:42,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
19,HJALMARSSON SHJALMARSSON Sara,F,0.0,0.0,0.0,2.0,1.0,0.0,12:49,17.0,0:45,0.0,4:59,0.0,3:50,1.0,4:00,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
22,PETERSON LPETERSON Linn,F,0.0,0.0,0.0,0.0,0.0,0.0,9:33,14.0,0:40,0.0,4:59,0.0,2:47,0.0,1:47,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
1,AKER AAKER Agnes,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
20,BERGSTROM PBERGSTROM Paula,D,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Sweden,,
30,JENSEN LJENSEN Lisa,GK,0.0,0.0,0.0,0.0,0.0,,0:00,,0:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
72,REPSTOCK-ROMME CREPSTOCK-ROMME Cassandra,GK,0.0,0.0,0.0,0.0,0.0,,58:00,,58:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
4,GLUD SGLUD Silke,F,0.0,0.0,0.0,0.0,1.0,0.0,24:10,37.0,0:39,1.0,9:48,0.0,6:36,0.0,7:46,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
8,PERSSON JPERSSON Josefine,F,0.0,0.0,0.0,4.0,4.0,0.0,23:57,39.0,0:36,3.0,8:24,1.0,6:48,0.0,8:45,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
19,ASPERUP JASPERUP Josephine,D,0.0,0.0,0.0,0.0,1.0,0.0,19:46,34.0,0:34,1.0,7:09,0.0,6:05,0.0,6:32,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
63,JAKOBSEN JJAKOBSEN Josefine,F,0.0,1.0,1.0,0.0,6.0,1.0,24:48,42.0,0:35,3.0,8:32,2.0,7:34,1.0,8:42,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
89,FRANDSEN MFRANDSEN Malene,D,0.0,0.0,0.0,0.0,2.0,0.0,20:55,34.0,0:36,0.0,6:09,1.0,5:50,1.0,8:56,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
2,MELBERG KMELBERG Kristine,D,0.0,0.0,0.0,0.0,1.0,0.0,15:42,31.0,0:30,1.0,4:29,0.0,6:37,0.0,4:36,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
14,JENSEN NJENSEN Nicoline,F,0.0,0.0,0.0,0.0,3.0,-1.0,27:00,37.0,0:43,1.0,9:06,1.0,7:58,1.0,9:56,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
21,WEIS MWEIS Michelle,F,0.0,0.0,0.0,2.0,1.0,-1.0,22:53,37.0,0:37,1.0,7:58,0.0,7:06,0.0,7:49,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
50,BAU MBAU Mia,F,0.0,0.0,0.0,0.0,0.0,0.0,15:44,30.0,0:31,0.0,6:52,0.0,4:24,0.0,4:28,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
87,JACQUET SJACQUET Simone,D,0.0,0.0,0.0,0.0,2.0,0.0,18:28,31.0,0:35,1.0,5:12,0.0,6:47,1.0,6:29,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
11,ANDERSEN AANDERSEN Amalie,D,0.0,0.0,0.0,0.0,1.0,0.0,16:04,25.0,0:38,0.0,4:24,0.0,6:09,1.0,5:31,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
15,REFSGAARD AREFSGAARD Amanda,D,0.0,0.0,0.0,2.0,0.0,0.0,15:00,23.0,0:39,0.0,4:22,0.0,6:34,0.0,4:04,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
18,PETERS MPETERS Maria,F,0.0,0.0,0.0,0.0,0.0,0.0,5:19,7.0,0:45,0.0,2:07,0.0,3:12,0.0,0:00,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
27,FRIIS-HANSEN LFRIIS-HANSEN Lilli,F,0.0,1.0,1.0,0.0,0.0,1.0,9:59,17.0,0:35,0.0,2:20,0.0,3:58,0.0,3:41,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
80,OSTERGAARD JOSTERGAARD Julie,F,0.0,0.0,0.0,2.0,2.0,0.0,17:40,30.0,0:35,0.0,7:16,0.0,4:56,2.0,5:28,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
13,BRIX MBRIX Michele,F,0.0,0.0,0.0,0.0,0.0,0.0,3:28,5.0,0:41,0.0,1:55,0.0,0:25,0.0,1:08,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
17,SKRIVER SSKRIVER Sofia,F,0.0,0.0,0.0,0.0,0.0,0.0,1:48,4.0,0:27,0.0,0:31,0.0,1:17,0.0,0:00,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
22,SKOTT SSKOTT Sofie,D,0.0,0.0,0.0,0.0,0.0,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
23,OKSBJERG JOKSBJERG Julie,F,1.0,0.0,1.0,0.0,2.0,1.0,9:17,19.0,0:29,0.0,0:48,2.0,3:38,0.0,4:51,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
68,RUSSELL ERUSSELL Emma,F,0.0,0.0,0.0,0.0,0.0,-1.0,2:11,3.0,0:43,0.0,2:11,0.0,0:00,0.0,0:00,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
33,NORDSTROM ESNORDSTROM Emma-Sofie,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-gpb-001000-.htm,Denmark,,
18,RAISANEN MRAISANEN Meeri,GK,0.0,0.0,0.0,0.0,0.0,,0:00,,0:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
36,KEISALA AKEISALA Anni,GK,0.0,0.0,0.0,0.0,0.0,,60:00,,60:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
6,HIIRIKOSKI JHIIRIKOSKI Jenni,D,0.0,1.0,1.0,0.0,2.0,0.0,24:56,30.0,0:49,0.0,8:31,1.0,7:20,1.0,9:05,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
16,NIEMINEN PNIEMINEN Petra,F,0.0,1.0,1.0,0.0,6.0,0.0,18:35,26.0,0:42,3.0,5:56,1.0,5:43,2.0,6:56,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
33,KARVINEN MKARVINEN Michelle,F,1.0,0.0,1.0,0.0,3.0,0.0,18:24,24.0,0:46,2.0,5:30,1.0,6:23,0.0,6:31,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
77,TAPANI STAPANI Susanna,F,1.0,0.0,1.0,0.0,5.0,0.0,20:07,25.0,0:48,0.0,6:05,3.0,7:23,2.0,6:39,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
88,SAVOLAINEN RSAVOLAINEN Ronja,D,0.0,0.0,0.0,0.0,0.0,0.0,23:37,33.0,0:42,0.0,8:45,0.0,6:32,0.0,8:20,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
8,VIITASUO EVIITASUO Ella,D,0.0,0.0,0.0,0.0,0.0,0.0,12:11,17.0,0:43,0.0,3:26,0.0,6:42,0.0,2:03,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
10,HOLOPAINEN EHOLOPAINEN Elisa,F,0.0,0.0,0.0,0.0,3.0,1.0,17:06,21.0,0:48,1.0,5:17,1.0,5:42,1.0,6:07,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
15,TUOMINEN MTUOMINEN Minnamari,D,1.0,0.0,1.0,0.0,3.0,0.0,15:05,24.0,0:37,1.0,4:50,2.0,4:01,0.0,6:14,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
24,VAINIKKA VVAINIKKA Viivi,F,0.0,0.0,0.0,2.0,2.0,0.0,15:39,20.0,0:46,2.0,5:41,0.0,4:07,0.0,5:51,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
40,TULUS NTULUS Noora,F,0.0,2.0,2.0,2.0,0.0,0.0,16:34,24.0,0:41,0.0,4:46,0.0,5:24,0.0,6:24,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
7,RANTALA SRANTALA Sanni,D,1.0,1.0,2.0,0.0,1.0,2.0,14:43,25.0,0:35,1.0,5:59,0.0,4:52,0.0,3:52,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
9,LAITINEN NLAITINEN Nelli,D,0.0,1.0,1.0,0.0,1.0,2.0,17:02,24.0,0:42,1.0,6:11,0.0,7:03,0.0,3:48,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
23,HAKALA SHAKALA Sanni,F,0.0,0.0,0.0,0.0,1.0,1.0,12:04,21.0,0:34,0.0,4:01,0.0,3:47,1.0,4:16,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
34,SUNDELIN SSUNDELIN Sofianna,F,0.0,0.0,0.0,2.0,0.0,1.0,13:05,22.0,0:35,0.0,4:36,0.0,4:41,0.0,3:48,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
61,NISKANEN TNISKANEN Tanja,F,0.0,1.0,1.0,0.0,1.0,1.0,11:34,20.0,0:34,0.0,3:40,0.0,3:52,1.0,4:02,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
2,KARJALAINEN SKARJALAINEN Sini,D,0.0,0.0,0.0,0.0,0.0,0.0,11:27,18.0,0:38,0.0,3:26,0.0,3:03,0.0,4:58,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
12,VANHANEN SVANHANEN Sanni,F,0.0,1.0,1.0,0.0,0.0,1.0,11:31,18.0,0:38,0.0,4:26,0.0,3:55,0.0,3:10,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
27,LIIKALA JLIIKALA Julia,F,0.0,0.0,0.0,0.0,0.0,0.0,6:05,11.0,0:33,0.0,3:54,0.0,2:11,0.0,0:00,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
28,NYLUND JNYLUND Jenniina,F,1.0,0.0,1.0,0.0,2.0,1.0,9:29,14.0,0:40,0.0,3:44,1.0,2:01,1.0,3:44,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
32,VESA EVESA Emilia,F,0.0,0.0,0.0,0.0,0.0,0.0,3:06,5.0,0:37,0.0,0:00,0.0,0:00,0.0,3:06,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
1,MAKINEN EMAKINEN Eveliina,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,Finland,,
30,MERKUSHEVA VMERKUSHEVA Valeria,GK,0.0,0.0,0.0,0.0,0.0,,29:23,,29:23,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
69,SOROKINA MSOROKINA Maria,GK,0.0,0.0,0.0,0.0,0.0,,30:37,,30:37,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
2,GONCHARENKO AGONCHARENKO Angelina,D,0.0,0.0,0.0,2.0,2.0,0.0,20:10,25.0,0:48,0.0,6:23,1.0,8:03,1.0,5:44,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
42,BRATISHEVA OBRATISHEVA Oxana,F,0.0,0.0,0.0,0.0,2.0,-1.0,18:29,22.0,0:50,1.0,7:03,0.0,4:50,1.0,6:36,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
72,SAVONINA ASAVONINA Anna,D,0.0,0.0,0.0,2.0,1.0,0.0,20:00,26.0,0:46,0.0,6:36,0.0,6:42,1.0,6:42,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
87,LUCHNIKOVA PLUCHNIKOVA Polina,F,0.0,0.0,0.0,0.0,1.0,-1.0,16:49,21.0,0:48,1.0,5:14,0.0,5:10,0.0,6:25,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
97,SHOKHINA ASHOKHINA Anna,F,0.0,0.0,0.0,2.0,1.0,-1.0,21:00,25.0,0:50,0.0,5:55,0.0,8:01,1.0,7:04,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
12,PECHNIKOVA MPECHNIKOVA Maria,D,0.0,0.0,0.0,0.0,0.0,-1.0,6:02,8.0,0:45,0.0,4:56,0.0,0:00,0.0,1:06,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
15,PAVLOVA VPAVLOVA Valeria,F,0.0,0.0,0.0,2.0,3.0,0.0,15:10,20.0,0:45,0.0,4:10,2.0,4:57,1.0,6:03,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
26,DOBRODEYEVA YDOBRODEYEVA Yekaterina,F,0.0,0.0,0.0,0.0,2.0,0.0,15:03,19.0,0:47,1.0,4:13,1.0,5:16,0.0,5:34,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
27,KORZHAKOVA VKORZHAKOVA Veronika,F,0.0,0.0,0.0,0.0,1.0,0.0,16:20,22.0,0:44,0.0,4:42,1.0,6:47,0.0,4:51,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
70,SHIBANOVA ASHIBANOVA Anna,D,0.0,0.0,0.0,0.0,0.0,-1.0,19:29,27.0,0:43,0.0,5:30,0.0,6:59,0.0,7:00,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
4,SMIRNOVA YSMIRNOVA Yulia,D,0.0,0.0,0.0,2.0,1.0,-1.0,18:06,24.0,0:45,0.0,6:44,0.0,5:00,1.0,6:22,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
17,KADIROVA FKADIROVA Fanuza,F,0.0,0.0,0.0,0.0,0.0,0.0,16:16,17.0,0:57,0.0,5:13,0.0,5:39,0.0,5:24,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
19,PROVOROVA YPROVOROVA Yelena,D,0.0,0.0,0.0,0.0,1.0,-1.0,16:55,23.0,0:44,1.0,5:40,0.0,4:38,0.0,6:37,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
29,VAFINA AVAFINA Alexandra,F,0.0,0.0,0.0,0.0,1.0,0.0,16:15,17.0,0:57,0.0,5:59,1.0,5:43,0.0,4:33,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
79,FALYAKHOVA LFALYAKHOVA Landysh,F,0.0,0.0,0.0,2.0,1.0,0.0,13:49,16.0,0:51,0.0,5:21,1.0,4:07,0.0,4:21,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
10,BELYAKOVA LBELYAKOVA Lyudmila,F,0.0,0.0,0.0,0.0,0.0,-1.0,10:32,12.0,0:52,0.0,4:30,0.0,2:35,0.0,3:27,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
13,PIROGOVA NPIROGOVA Nina,D,0.0,0.0,0.0,0.0,1.0,-1.0,20:12,25.0,0:48,0.0,5:08,1.0,8:29,0.0,6:35,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
22,BATALOVA MBATALOVA Maria,D,0.0,0.0,0.0,0.0,1.0,-1.0,11:10,12.0,0:55,0.0,5:16,1.0,3:34,0.0,2:20,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
18,SOSINA OSOSINA Olga,F,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
21,BOLGAREVA PBOLGAREVA Polina,F,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
23,GREDZEN DGREDZEN Daria,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
59,DERGACHYOVA YDERGACHYOVA Yelena,F,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
73,KULISHOVA VKULISHOVA Viktoria,F,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-gpa-001000-.htm,ROC,,
31,SAMONOV ASAMONOV Alexander,GK,0.0,0.0,0.0,0.0,0.0,,0:00,,0:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
28,FEDOTOV IFEDOTOV Ivan,GK,0.0,0.0,0.0,0.0,0.0,,60:00,,60:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
25,GRIGORENKO MGRIGORENKO Mikhail,F,0.0,0.0,0.0,0.0,2.0,0.0,16:02,25.0,0:38,1.0,5:28,0.0,5:05,1.0,5:29,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
57,NIKISHIN ANIKISHIN Alexander,D,0.0,0.0,0.0,2.0,1.0,1.0,19:27,32.0,0:36,1.0,7:04,0.0,5:45,0.0,6:38,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
87,SHIPACHYOV VSHIPACHYOV Vadim,F,0.0,0.0,0.0,0.0,2.0,0.0,18:00,27.0,0:40,0.0,5:32,2.0,4:55,0.0,7:33,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
89,NESTEROV NNESTEROV Nikita,D,0.0,0.0,0.0,0.0,2.0,1.0,19:48,32.0,0:37,0.0,7:31,2.0,5:38,0.0,6:39,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
97,GUSEV NGUSEV Nikita,F,0.0,0.0,0.0,2.0,4.0,0.0,17:08,24.0,0:42,0.0,5:26,2.0,5:41,2.0,6:01,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
4,YELESIN AYELESIN Alexander,D,0.0,0.0,0.0,0.0,1.0,0.0,21:08,30.0,0:42,1.0,6:40,0.0,7:06,0.0,7:22,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
22,GALIEV SGALIEV Stanislav,F,0.0,0.0,0.0,2.0,1.0,0.0,11:57,21.0,0:34,0.0,3:50,0.0,4:46,1.0,3:21,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
44,YAKOVLEV YYAKOVLEV Yegor,D,0.0,0.0,0.0,0.0,2.0,0.0,21:58,31.0,0:42,1.0,6:17,0.0,8:45,1.0,6:56,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
81,GRITSYUK AGRITSYUK Arseni,F,0.0,0.0,0.0,0.0,3.0,1.0,11:32,18.0,0:38,0.0,3:58,0.0,4:21,3.0,3:13,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
94,SEMYONOV KSEMYONOV Kirill,F,0.0,1.0,1.0,0.0,0.0,1.0,16:27,26.0,0:37,0.0,5:58,0.0,5:22,0.0,5:07,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
7,TELEGIN STELEGIN Sergei,D,0.0,0.0,0.0,0.0,0.0,0.0,7:52,15.0,0:31,0.0,2:42,0.0,2:49,0.0,2:21,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
10,VORONKOV DVORONKOV Dmitri,F,0.0,0.0,0.0,2.0,4.0,0.0,13:49,22.0,0:37,1.0,4:16,1.0,4:28,2.0,5:05,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
15,KARNAUKHOV PKARNAUKHOV Pavel,F,0.0,0.0,0.0,2.0,1.0,0.0,15:11,26.0,0:35,0.0,4:58,1.0,4:43,0.0,5:30,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
27,VOINOV VVOINOV Vyacheslav,D,0.0,0.0,0.0,0.0,1.0,0.0,16:23,33.0,0:29,1.0,6:22,0.0,4:40,0.0,5:21,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
58,SLEPYSHEV ASLEPYSHEV Anton,F,1.0,0.0,1.0,4.0,3.0,1.0,12:32,22.0,0:34,2.0,4:24,1.0,3:45,0.0,4:23,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
11,ANDRONOV SANDRONOV Sergei,F,0.0,0.0,0.0,0.0,1.0,0.0,11:40,21.0,0:33,0.0,4:33,0.0,4:03,1.0,3:04,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
24,KAYUMOV AKAYUMOV Artur,F,0.0,0.0,0.0,0.0,0.0,0.0,7:06,11.0,0:38,0.0,2:09,0.0,3:06,0.0,1:51,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
43,SHARIPZYANOV DSHARIPZYANOV Damir,D,0.0,0.0,0.0,0.0,0.0,0.0,10:02,17.0,0:35,0.0,3:20,0.0,4:16,0.0,2:26,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
55,TKACHYOV VTKACHYOV Vladimir,F,0.0,0.0,0.0,0.0,1.0,0.0,12:34,20.0,0:37,0.0,3:20,1.0,4:07,0.0,5:07,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
76,CHIBISOV ACHIBISOV Andrei,F,0.0,0.0,0.0,0.0,1.0,0.0,8:17,12.0,0:41,0.0,3:31,1.0,2:49,0.0,1:57,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
16,PLOTNIKOV SPLOTNIKOV Sergei,F,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
72,MINULIN AMINULIN Artyom,D,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
82,BILYALOV TBILYALOV Timur,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,ROC,,
63,GENONI LGENONI Leonardo,GK,0.0,0.0,0.0,0.0,0.0,,0:00,,0:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,Switzerland,,
20,BERRA RBERRA Reto,GK,0.0,0.0,0.0,0.0,0.0,,59:27,,59:27,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,Switzerland,,
10,AMBUHL AAMBUHL Andres,F,0.0,0.0,0.0,2.0,3.0,-1.0,19:48,28.0,0:42,1.0,5:50,1.0,8:13,1.0,5:45,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,Switzerland,,
15,HOFMANN GHOFMANN Gregory,F,0.0,0.0,0.0,0.0,6.0,-1.0,22:26,25.0,0:53,2.0,6:28,3.0,7:21,1.0,8:37,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,Switzerland,,
16,DIAZ RDIAZ Raphael,D,0.0,0.0,0.0,0.0,1.0,0.0,18:55,29.0,0:39,1.0,5:56,0.0,6:09,0.0,6:50,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,Switzerland,,
25,MULLER MMULLER Mirco,D,0.0,0.0,0.0,2.0,3.0,0.0,16:50,26.0,0:38,0.0,5:43,2.0,4:43,1.0,6:24,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,Switzerland,,
71,CORVI ECORVI Enzo,F,0.0,0.0,0.0,0.0,1.0,-1.0,20:45,28.0,0:44,1.0,5:58,0.0,8:02,0.0,6:45,../../../en/results/ice-hockey/results-men-gpb-000100-.htm,Switzerland,,
